Index;Weight;Edges;
29;197;10,6;6,2;10,5;6,7;2,8;6,3;6,1;6,4;1,9;
30;186;7,2;7,10;10,4;2,5;4,1;1,9;10,6;2,3;4,8;
31;162;2,8;8,6;2,7;2,1;6,3;3,4;1,9;1,5;9,10;
32;154;1,9;1,8;8,7;1,2;1,10;10,5;7,3;1,6;8,4;
33;226;3,4;3,8;4,2;4,10;4,5;5,1;8,9;8,6;6,7;
34;136;7,2;2,5;5,4;2,10;2,3;2,1;4,8;2,6;2,9;
35;249;10,5;10,8;10,6;5,3;5,1;5,9;5,7;5,2;10,4;
36;168;6,1;1,8;1,5;6,2;5,3;8,10;10,7;3,9;2,4;
37;210;6,4;6,5;4,7;4,9;4,10;10,1;10,2;5,3;3,8;
38;247;3,9;9,7;9,10;7,4;7,8;4,2;4,6;4,1;6,5;
39;205;1,8;1,9;8,6;8,3;3,4;9,7;3,5;4,2;7,10;
40;259;6,8;8,2;8,5;8,7;8,9;7,10;5,4;4,3;7,1;
41;174;9,2;2,6;2,5;5,1;5,3;1,7;7,10;5,4;6,8;
42;215;7,9;7,2;9,4;4,5;2,3;2,10;10,8;10,1;4,6;
43;207;6,2;6,7;6,3;6,8;6,5;3,10;6,1;3,4;3,9;
44;253;1,10;10,7;10,9;9,3;10,2;7,4;10,8;8,5;2,6;
45;213;10,2;2,8;2,6;8,7;8,5;5,1;10,9;5,4;7,3;
46;173;8,6;8,2;8,9;9,1;1,10;10,5;1,3;3,7;1,4;
47;271;10,9;9,8;8,7;8,4;9,1;9,5;8,6;10,2;5,3;
48;198;8,3;8,4;8,10;10,2;8,1;4,6;3,9;4,7;1,5;
49;227;4,5;5,2;5,6;6,1;6,9;4,3;9,7;3,10;5,8;
50;239;6,9;9,10;6,8;8,2;9,7;6,3;9,1;7,5;1,4;
51;264;7,8;7,9;8,10;10,5;5,1;7,3;10,6;7,4;6,2;
52;209;1,5;1,10;10,9;5,2;5,6;2,4;5,8;10,7;8,3;
53;195;1,7;7,3;7,10;3,5;1,8;7,4;3,6;7,9;5,2;
54;199;8,3;3,1;3,9;9,7;3,2;7,6;1,4;7,5;4,10;
55;247;9,5;9,6;5,7;5,1;6,4;5,10;10,3;7,2;7,8;
56;185;4,3;4,1;1,10;4,2;2,7;10,8;7,5;5,6;3,9;
57;131;1,5;1,6;5,7;1,9;1,4;5,2;2,10;4,8;8,3;
58;162;9,1;1,8;1,7;9,2;2,5;7,3;3,6;8,10;8,4;
59;197;3,9;3,5;5,2;9,7;3,8;2,4;8,1;7,10;3,6;
60;136;1,4;1,6;1,5;6,7;5,2;1,8;1,10;6,9;8,3;
61;256;10,9;10,2;2,1;9,4;9,8;8,3;10,6;3,5;9,7;
62;162;7,4;7,3;4,2;4,1;3,10;1,9;1,5;3,6;10,8;
63;190;5,9;9,6;5,7;9,1;1,10;5,4;1,8;6,2;10,3;
64;193;4,7;7,2;7,6;6,3;3,10;2,8;4,5;4,9;4,1;
65;216;2,8;2,3;8,10;3,9;3,5;2,1;5,4;10,6;8,7;
66;183;1,4;1,10;10,3;10,9;1,8;9,2;4,6;2,5;9,7;
67;185;3,8;8,2;2,9;3,4;4,6;3,10;3,7;9,5;10,1;
68;255;10,7;10,9;10,6;7,3;9,8;10,1;7,2;2,4;6,5;
69;232;6,5;6,8;6,2;2,1;5,9;8,3;8,10;9,4;3,7;
70;254;10,9;9,8;8,3;3,7;10,1;8,2;10,5;8,4;7,6;
71;168;9,1;1,8;9,10;1,3;10,2;8,5;2,7;5,6;2,4;
72;240;4,10;10,3;3,8;8,6;4,5;8,7;6,2;7,1;8,9;
73;221;9,4;9,10;4,5;5,7;10,3;4,8;7,2;3,6;5,1;
74;173;1,6;1,3;3,10;3,8;10,4;1,9;6,5;3,2;9,7;
75;184;1,7;7,6;6,2;2,5;1,4;4,8;7,3;3,9;7,10;
76;260;10,8;10,5;8,3;8,2;5,9;10,6;6,4;6,1;8,7;
77;233;10,9;10,6;9,8;8,2;6,1;9,3;1,5;3,4;9,7;
78;171;6,1;6,4;1,8;1,2;6,3;8,5;5,10;3,9;3,7;
79;181;1,7;1,2;2,10;2,5;1,4;7,6;7,8;8,9;9,3;
80;189;4,3;3,8;3,10;4,6;10,2;8,1;2,7;7,5;4,9;
81;206;3,4;4,10;4,5;4,1;1,2;1,8;10,6;8,7;8,9;
82;202;7,5;5,1;5,4;7,6;5,2;4,3;6,10;4,8;1,9;
83;194;4,8;8,7;8,2;2,9;7,10;2,6;6,1;2,3;4,5;
84;139;1,7;1,4;4,5;1,3;4,10;5,8;5,2;3,6;1,9;
85;222;8,3;3,4;4,5;5,7;8,2;3,1;4,10;8,6;7,9;
86;203;8,1;1,9;9,5;8,2;9,7;5,4;4,6;9,3;3,10;
87;257;8,10;8,7;7,6;8,4;7,3;8,9;4,5;5,2;9,1;
88;227;3,9;9,7;9,4;3,2;3,6;4,1;4,8;6,10;9,5;
89;144;6,4;4,1;1,8;4,9;6,2;1,3;3,10;3,7;3,5;
90;256;4,10;10,9;9,5;5,2;9,8;4,7;8,6;9,3;6,1;
91;221;3,5;5,6;5,9;5,4;4,1;9,7;9,8;3,10;1,2;
92;249;5,1;5,9;5,7;7,6;7,8;6,4;9,3;3,2;8,10;
93;223;7,9;9,4;7,6;4,10;6,3;10,5;4,2;7,1;2,8;
94;232;8,2;2,6;6,3;8,9;6,5;9,1;8,10;3,4;8,7;
95;185;3,7;7,2;7,5;7,4;7,1;7,8;1,9;3,6;2,10;
96;218;10,6;10,5;5,2;2,9;5,3;2,1;9,7;6,8;3,4;
97;214;9,7;7,8;8,6;6,2;2,5;2,10;5,4;6,3;10,1;
98;213;9,4;4,6;4,7;7,2;6,10;7,8;2,5;7,3;6,1;
99;249;7,1;7,8;8,10;8,3;7,9;9,5;5,4;3,6;10,2;
